Member,Values,Condition
1231.017,20,Below
1231.017,47,Above
1231.017,67,Above
1231.017,98,Above
1231.017,118,Above
1231.017,138,Below
1231.018,21,Below
1231.018,54,Above
1231.018,85,Below
1231.018,106,Above
1231.018,138,Below
1231.019,32,Below
1231.019,57,Above
1231.019,77,Above
1231.019,100,Above
1231.019,141,Below
1231.020,20,Below
1231.020,41,Above
1231.020,61,Above
1231.020,82,Below
1231.020,105,Above
1231.020,133,Below
1251.001,32,Below
1251.001,52,Above
1251.001,77,Below
1251.001,111,Above
1251.001,136,Below
1251.002,35,Above
1251.002,55,Above
1251.002,100,Above
1251.002,129,Below
1251.003,20,Below
1251.003,56,Above
1251.003,106,Above
1251.003,135,Below
1251.004,43,Above
1251.004,63,Above
1251.004,83,Below
1251.004,109,Above
1251.004,143,Below
1251.005,30,Above
1251.005,68,Below
1251.005,93,Above
1251.005,113,Above
1251.005,140,Below
1251.006,25,Above
1251.006,54,Above
1251.006,80,Above
1251.006,100,Above
1251.006,134,Below
1251.007,27,Above
1251.007,47,Above
1251.007,67,Above
1251.007,87,Below
1251.007,107,Above
1251.007,129,Below
1251.008,28,Below
1251.008,48,Above
1251.008,106,Above
1251.008,126,Above
1251.009,33,Below
1251.009,53,Above
1251.009,94,Above
1251.009,114,Above
1251.009,135,Below
1251.010,20,Below
1251.010,42,Above
1251.010,62,Above
1251.010,82,Below
1251.010,132,Above
1251.011,36,Above
1251.011,69,Below
1251.011,94,Above
1251.011,114,Above
1251.011,136,Below
1251.012,20,Below
1251.012,45,Above
1251.012,65,Above
1251.012,92,Above
1251.012,112,Above
1251.012,132,Below
1251.013,26,Above
1251.013,47,Above
1251.013,67,Above
1251.013,87,Below
1251.013,113,Above
1251.013,133,Above
1251.014,35,Above
1251.014,55,Above
1251.014,77,Below
1251.014,109,Above
1251.014,134,Below
1251.015,30,Above
1251.015,50,Below
1251.015,78,Below
1251.015,98,Above
1251.015,118,Above
1251.015,141,Below
1251.016,20,Above
1251.016,47,Below
1251.016,67,Below
1251.016,101,Above
1251.016,121,Above
1251.016,141,Below
1251.017,20,Below
1251.017,44,Above
1251.017,64,Above
1251.017,84,Below
1251.017,104,Above
1251.017,130,Below
1251.018,45,Above
1251.018,65,Below
1251.018,90,Above
1251.018,110,Above
1251.018,133,Below
1251.019,20,Above
1251.019,43,Below
1251.019,90,Above
1251.019,127,Below
1251.020,50,Above
1251.020,70,Above
1251.020,105,Above
1251.020,132,Below
1281.001,35,Above
1281.001,79,Above
1281.001,101,Below
1281.001,136,Below
1281.002,25,Above
1281.002,45,Above
1281.002,65,Above
1281.002,85,Below
1281.002,105,Above
1281.002,125,Above
1281.003,26,Above
1281.003,46,Above
1281.003,66,Above
1281.003,86,Below
1281.003,115,Above
1281.003,135,Above
1281.004,21,Below
1281.004,41,Above
1281.004,61,Above
1281.004,82,Below
1281.004,103,Above
1281.004,130,Below
1281.005,24,Above
1281.005,44,Above
1281.005,106,Above
1281.005,136,Below
1281.006,44,Above
1281.006,70,Below
1281.006,91,Above
1281.006,111,Above
1281.006,131,Below
1281.007,20,Above
1281.007,41,Above
1281.007,65,Below
1281.007,90,Above
1281.007,136,Below
1281.008,20,Above
1281.008,40,Above
1281.008,89,Below
1281.008,109,Above
1281.008,136,Below
1281.009,23,Above
1281.009,43,Above
1281.009,75,Below
1281.009,114,Above
1281.009,137,Below
1281.010,21,Above
1281.010,54,Above
1281.010,111,Above
1281.010,131,Above
1281.011,28,Above
1281.011,48,Above
1281.011,68,Below
1281.011,88,Above
1281.011,108,Above
1281.011,135,Below
1281.012,20,Above
1281.012,54,Above
1281.013,30,Above
1281.013,87,Above
1281.013,107,Above
1281.013,127,Above
1281.014,25,Above
1281.014,88,Above
1281.014,108,Above
1281.014,131,Below
1281.015,20,Above
1281.015,60,Above
1281.015,91,Above
1281.015,111,Above
1281.015,139,Below
1281.016,55,Below
1281.016,75,Below
1281.016,95,Above
1281.016,115,Above
1281.016,135,Below
1281.017,28,Above
1281.017,48,Above
1281.017,75,Below
1281.017,98,Above
1281.017,118,Above
1281.017,140,Below
1281.018,20,Above
1281.018,51,Below
1281.018,105,Above
1281.018,125,Above
1281.019,20,Above
1281.019,40,Above
1281.019,94,Below
1281.019,114,Above
1281.019,141,Below
1281.020,34,Below
1281.020,68,Above
1281.020,88,Above
1281.020,108,Above
1281.020,132,Below
1301.001,20,Above
1301.001,45,Above
1301.001,65,Above
1301.001,129,Below
1301.002,20,Above
1301.002,51,Below
1301.002,84,Above
1301.002,109,Above
1301.002,136,Below
1301.003,47,Above
1301.003,78,Above
1301.003,103,Above
1301.003,128,Below
1301.004,22,Above
1301.004,60,Below
1301.004,80,Above
1301.004,107,Above
1301.004,128,Below
1301.005,37,Above
1301.005,57,Above
1301.005,104,Above
1301.005,124,Above
1301.005,144,Below
1301.006,20,Above
1301.006,40,Above
1301.006,75,Above
1301.006,102,Above
1301.006,128,Below
1301.007,20,Above
1301.007,49,Below
1301.007,81,Below
1301.007,105,Above
1301.007,125,Above
1301.008,22,Above
1301.008,58,Above
1301.008,94,Above
1301.008,114,Above
1301.008,134,Below
1301.009,26,Below
1301.009,46,Above
1301.009,82,Above
1301.009,108,Above
1301.009,138,Below
1301.010,33,Above
1301.010,58,Above
1301.010,111,Above
1301.010,138,Below
1301.011,20,Below
1301.011,40,Above
1301.011,60,Above
1301.011,87,Below
1301.011,108,Above
1301.011,136,Below
1301.012,20,Above
1301.012,73,Below
1301.012,97,Above
1301.012,120,Above
1301.012,141,Below
1301.013,27,Above
1301.013,47,Above
1301.013,79,Below
1301.013,100,Above
1301.013,120,Above
1301.013,140,Below
1301.014,21,Above
1301.014,42,Above
1301.014,62,Above
1301.014,82,Below
1301.014,102,Above
1301.014,134,Below
1301.015,20,Above
1301.015,40,Above
1301.015,67,Below
1301.015,87,Below
1301.015,107,Above
1301.015,137,Below
1301.016,55,Above
1301.016,76,Below
1301.016,105,Above
1301.016,125,Above
1301.017,24,Above
1301.017,44,Above
1301.017,64,Below
1301.017,90,Above
1301.017,110,Above
1301.017,132,Below
1301.018,53,Above
1301.018,84,Above
1301.018,104,Above
1301.018,124,Above
1301.018,144,Below
1301.019,27,Above
1301.019,47,Above
1301.019,73,Below
1301.019,93,Below
1301.019,113,Above
1301.019,138,Below
1301.020,20,Above
1301.020,40,Above
1301.020,60,Above
1301.020,91,Below
1301.020,111,Above
1301.020,136,Below
